claim,claim_id,label
"Private insurance companies in this country spend between 12 and 18 percent on administration costs. The cost of administering the Medicare program, a very popular program that works well for our seniors, is 2 percent. We can save approximately $500 billion a year just in administration costs.",UL001829,unproven
"""The Clinton Foundation """"took steps that went above and beyond all legal requirements and, indeed, all standard requirements followed by every other charitable organization.""",UL001830,unproven
“Australia Closing Borders in a few hours for 6-months”,UL001831,unproven
The federal government passed a law permitting police officers to shoot dogs if they bark or move.,UL001832,unproven
Cities and states have banned reusable shopping bags to help slow the spread of the COVID-19 pandemic.,UL001833,refutes
Female athletes competing at the Olympics are getting pregnant just so they can abort the baby and by so doing enhance their performance through hormone doping.,UL001835,unproven
The Benefits of Intensive Cardiac Rehabilitation Over Ordinary Cardiac Rehabilitation,UL001836,unproven
An eighth book in the enormously Harry Potter series is forthcoming.,UL001837,unproven
"Bitter Melon Extract May Slow, Stop Breast Cancer",UL001838,unproven
"""The """"Fire Fairy Challenge"""" has tricked multiple children into harming themselves.""",UL001839,supports
"In Iraq and Syria, American leadership, including our military power, is stopping (the Islamic State’s) advance.",UL001840,refutes
"""Clarke Tucker “attended an anti-ICE rally” and “refused to take a position” on calls to """"abolish ICE.""",UL001841,refutes
FDA approves anti-nausea patch for chemo patients,UL001842,unproven
Drinking a glass of water 30 minutes before a meal helps digestion.,UL001843,unproven
“[T]here is overwhelming evidence” that former Secretary of State Hillary Clinton “actually obstructed justice.”,UL001844,supports
An open letter to Oxford students demanding that a statute of Oxford benefactor Cecil Rhodes be removed from campus has gone viral.,UL001845,unproven
HR 1313 would allow employers to force workers to disclose their genetic information,UL001846,unproven
"Of all the people in federal prison for possession of illegal substances, 77 percent of them are not citizens of the United States.",UL001847,unproven
Obamacare takes $500 billion out of Medicare and funds Obamacare.,UL001849,unproven
"Dawn dish soap contains ammonia even though it's not listed as an ingredient, and when mixed with Clorox bleach products, the results could be lethal.",UL001850,unproven
We investigate an assortment of claims about the 2017 tax bill and its provisions.,UL001851,unproven
Statins May Guard Against Rheumatoid Arthritis,UL001852,unproven
Experimental flu treatment may help related virus,UL001853,unproven
"""Occupational Knowledge International Says Sherwin-Williams is """"making lead paint and poisoning people around the world.""",UL001855,unproven
Romaine Quinn Says Gov. Evers “has refused to identify or discipline the staff member who secretly taped” a conversation with GOP leaders.,UL001857,unproven
"Frito-Lay issued a recall of two potato chip products in April 2017 over Salmonella-related fears, a report framed as new in July and August 2017.",UL001858,unproven
Account of a 10-year-old boy's death explains dry drowning and its symptoms.,UL001859,unproven
"Current projections indicate that Medicare will go bankrupt by 2017, while Social Security will bottom out by 2037.",UL001860,unproven
Anti-obesity surgery for youths triples,UL001861,unproven
Study finds tree nut consumption may lower risk of cardiovascular disease,UL001862,unproven
Statins May Provide Treatment Alternative for Chronic Liver Disease,UL001864,unproven
"""Oregon Health Plan rations """"covered procedures under certain circumstances""",UL001865,refutes
Acupuncture May Help Ease Hot Flashes Tied to Prostate Cancer Treatment,UL001866,unproven
An average of seven children in America are killed by guns every day.,UL001867,unproven
"Juanita Broaddrick, a volunteer in Bill Clinton’s first gubernatorial campaign, has accused Bill Clinton of raping her in a Little Rock hotel room in 1978.",UL001868,unproven
"Racial comparisons on coronavirus statistics in Monroe County, N.Y., show that the impact on minorities is “basically on par, a little bit up, from the population numbers,” meaning that “we don’t see that disparity as much here.”",UL001869,refutes
Residents of various U.S. states have received unsolicited mailings of seeds sent from China with malicious intent.,UL001870,unproven
Memorial Day began with a May 1865 ceremony held by former slaves to honor Union war dead.,UL001871,unproven
Michele Bachmann Says Rick Perry co-chaired Al Gore’s campaign for president.,UL001872,refutes
"""Greg Abbott """"has campaigned with a sexual predator who has bragged about having sex with underage girls.""",UL001873,unproven
"“Cops in Norway: require 3 years of training, 4 people killed since 2002. Cops in Finland: require 2 years of training, 7 people killed since 2000. Cops in Iceland: require 2 years of training, 1 person killed since ever. Cops in the U.S.: require 21 weeks of training, 8,000+ people killed since 2001.”",UL001874,unproven
"""Los Angeles police have instituted a policy of conducting """"spot checks"""" and ticketing motorists for non-essential travel.""",UL001875,refutes
There are currently delays of up to six months in the processing of DNA evidence at the state run crime lab.,UL001876,unproven
Probiotics May Help Soothe The Stomach,UL001877,unproven
"John Ashe, a former diplomat and president of the United Nations General Assembly from Antigua, died in June 2016, days before he was to testify in a corruption case against a Hillary Clinton donor.",UL001878,refutes
"During Halloween 2019, an Australian mother and registered nurse offered chickenpox-infected lollipops for sale in an anti-vaccine Facebook group.",UL001880,unproven
"""Only """"four countries in the world… allow abortions after 20 weeks"""" of pregnancy.""",UL001881,unproven
"A young couple unable to conceive a child visited a fertility doctor, who discovered that they were engaging solely in anal sex.",UL001882,unproven
Studies: 1 dose of swine flu vaccine works,UL001883,unproven
"Barack Obama Says that when President Bill Clinton raised the top tax rates to levels now proposed by Obama, the country experienced significant job growth.",UL001884,unproven
"Boomers are going bionic, and they want joint replacements to let them do it all",UL001885,supports
What to know about the new affordable at-home BRCA genetic mutation test,UL001886,unproven
Car headrests were deliberately designed to be removed so that they can be used to smash windows during emergencies.,UL001887,unproven
"""Debra Medina Says a prank phone call caused """"400 children to be taken from their parents... without warrant.""",UL001890,unproven
"We investigated a number of hoaxes, rumors, and conspiracy theories associated with a mass shooting on the Las Vegas strip on 1 October 2017.",UL001891,unproven
Livable Damascus Says Steve Spinnett has court judgments against him for trespass and harassment.,UL001892,unproven
MICHIGAN ATHLETIC GROUP SAYS CONCUSSION PROGRAM WORKS,UL001893,unproven
"President Trump plans to cut federal funding for Meals on Wheels, a program providing meals to the elderly, poor and veterans, to save money for his border wall.",UL001894,unproven
CHEO researchers identify practices leading to safer outcomes in procedural sedation for children,UL001895,unproven
Stroke study puts 2 procedures on equal footing,UL001897,unproven
FDA approves first treatment for frequent urination at night due to overproduction of urine,UL001898,unproven
How optimism may help you live longer,UL001899,unproven
"Erbitux Cancer Drug Is Cleared For Use On Head, Neck Tumors",UL001900,unproven
Women’s weight-loss surgery may help kids,UL001901,unproven
"""You would receive a citation for taking a dildo to class"""" at the University of Texas.""",UL001902,unproven
"""On March 18 2019, """"Muslims marched into a college in Nigeria, separated out the Christian students and killed them. 70 dead.""",UL001903,refutes
On responding to chemical weapon use in Syria,UL001904,unproven
The sentences handed down in two May 2018 criminal cases were widely disparate due to racial differences in the defendants.,UL001905,supports
